datetime_utc,open,high,low,close,volume,asset,symbol_requested,symbol_used,provider
2023-12-14T00:00:00Z,472.5,473.7300109863281,469.25,472.010009765625,119026000,spy,SPY,SPY,yfinance
2023-12-15T00:00:00Z,469.489990234375,470.70001220703125,467.42999267578125,469.3299865722656,141553700,spy,SPY,SPY,yfinance
2023-12-18T00:00:00Z,470.9800109863281,472.9800109863281,469.8900146484375,471.9700012207031,70375300,spy,SPY,SPY,yfinance
2023-12-19T00:00:00Z,472.5299987792969,474.9200134277344,472.45001220703125,474.8399963378906,55761800,spy,SPY,SPY,yfinance
2023-12-20T00:00:00Z,473.9599914550781,475.8999938964844,467.82000732421875,468.260009765625,102921000,spy,SPY,SPY,yfinance
2023-12-21T00:00:00Z,471.3299865722656,472.9800109863281,468.8399963378906,472.70001220703125,86667500,spy,SPY,SPY,yfinance
2023-12-22T00:00:00Z,473.8599853515625,475.3800048828125,471.70001220703125,473.6499938964844,67160400,spy,SPY,SPY,yfinance
2023-12-26T00:00:00Z,474.07000732421875,476.5799865722656,473.989990234375,475.6499938964844,55387000,spy,SPY,SPY,yfinance
2023-12-27T00:00:00Z,475.44000244140625,476.6600036621094,474.8900146484375,476.510009765625,68000300,spy,SPY,SPY,yfinance
2023-12-28T00:00:00Z,476.8800048828125,477.54998779296875,476.260009765625,476.69000244140625,77158100,spy,SPY,SPY,yfinance
2023-12-29T00:00:00Z,476.489990234375,477.0299987792969,473.29998779296875,475.30999755859375,122283100,spy,SPY,SPY,yfinance
2024-01-02T00:00:00Z,472.1600036621094,473.6700134277344,470.489990234375,472.6499938964844,123623700,spy,SPY,SPY,yfinance
2024-01-03T00:00:00Z,470.42999267578125,471.19000244140625,468.1700134277344,468.7900085449219,103585900,spy,SPY,SPY,yfinance
2024-01-04T00:00:00Z,468.29998779296875,470.9599914550781,467.04998779296875,467.2799987792969,84232200,spy,SPY,SPY,yfinance
2024-01-05T00:00:00Z,467.489990234375,470.44000244140625,466.42999267578125,467.9200134277344,86118900,spy,SPY,SPY,yfinance
2024-01-08T00:00:00Z,468.42999267578125,474.75,468.29998779296875,474.6000061035156,74879100,spy,SPY,SPY,yfinance
2024-01-09T00:00:00Z,471.8699951171875,474.92999267578125,471.3500061035156,473.8800048828125,65931400,spy,SPY,SPY,yfinance
2024-01-10T00:00:00Z,474.1600036621094,477.45001220703125,473.8699951171875,476.55999755859375,67310600,spy,SPY,SPY,yfinance
2024-01-11T00:00:00Z,477.5899963378906,478.1199951171875,472.260009765625,476.3500061035156,77940700,spy,SPY,SPY,yfinance
2024-01-12T00:00:00Z,477.8399963378906,478.6000061035156,475.2300109863281,476.67999267578125,58026400,spy,SPY,SPY,yfinance
2024-01-16T00:00:00Z,475.260009765625,476.6099853515625,473.05999755859375,474.92999267578125,85014900,spy,SPY,SPY,yfinance
2024-01-17T00:00:00Z,471.82000732421875,472.7900085449219,469.8699951171875,472.2900085449219,68843900,spy,SPY,SPY,yfinance
2024-01-18T00:00:00Z,474.010009765625,477.05999755859375,472.4200134277344,476.489990234375,91856200,spy,SPY,SPY,yfinance
2024-01-19T00:00:00Z,477.6499938964844,482.7200012207031,476.5400085449219,482.42999267578125,110834500,spy,SPY,SPY,yfinance
2024-01-22T00:00:00Z,484.010009765625,485.2200012207031,482.7799987792969,483.45001220703125,75844900,spy,SPY,SPY,yfinance
2024-01-23T00:00:00Z,484.010009765625,485.1099853515625,482.8900146484375,484.8599853515625,49945300,spy,SPY,SPY,yfinance
2024-01-24T00:00:00Z,487.80999755859375,488.7699890136719,484.8800048828125,485.3900146484375,81765000,spy,SPY,SPY,yfinance
2024-01-25T00:00:00Z,487.5799865722656,488.30999755859375,485.3900146484375,488.0299987792969,72525000,spy,SPY,SPY,yfinance
2024-01-26T00:00:00Z,487.5899963378906,489.1199951171875,486.5400085449219,487.4100036621094,76641600,spy,SPY,SPY,yfinance
2024-01-29T00:00:00Z,487.7300109863281,491.4200134277344,487.1700134277344,491.2699890136719,61322800,spy,SPY,SPY,yfinance
2024-01-30T00:00:00Z,490.55999755859375,491.6199951171875,490.1099853515625,490.8900146484375,58618400,spy,SPY,SPY,yfinance
2024-01-31T00:00:00Z,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,126011100,spy,SPY,SPY,yfinance
2024-02-01T00:00:00Z,484.6300048828125,489.2300109863281,483.79998779296875,489.20001220703125,91891600,spy,SPY,SPY,yfinance
2024-02-02T00:00:00Z,489.6499938964844,496.04998779296875,489.29998779296875,494.3500061035156,99228200,spy,SPY,SPY,yfinance
2024-02-05T00:00:00Z,493.70001220703125,494.3800048828125,490.2300109863281,492.54998779296875,75757100,spy,SPY,SPY,yfinance
2024-02-06T00:00:00Z,493.5199890136719,494.32000732421875,492.04998779296875,493.9800109863281,55918600,spy,SPY,SPY,yfinance
2024-02-07T00:00:00Z,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,70556500,spy,SPY,SPY,yfinance
2024-02-08T00:00:00Z,498.1000061035156,498.7099914550781,497.260009765625,498.32000732421875,52343600,spy,SPY,SPY,yfinance
2024-02-09T00:00:00Z,498.8399963378906,501.6499938964844,498.489990234375,501.20001220703125,63979400,spy,SPY,SPY,yfinance
2024-02-12T00:00:00Z,501.1700134277344,503.5,500.239990234375,500.9800109863281,56502300,spy,SPY,SPY,yfinance
2024-02-13T00:00:00Z,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,113099200,spy,SPY,SPY,yfinance
2024-02-14T00:00:00Z,496.7900085449219,499.07000732421875,494.3999938964844,498.57000732421875,68387800,spy,SPY,SPY,yfinance
2024-02-15T00:00:00Z,499.2900085449219,502.20001220703125,498.79998779296875,502.010009765625,61683000,spy,SPY,SPY,yfinance
2024-02-16T00:00:00Z,501.70001220703125,502.8699951171875,498.75,499.510009765625,75532900,spy,SPY,SPY,yfinance
2024-02-20T00:00:00Z,497.7200012207031,498.4100036621094,494.45001220703125,496.760009765625,71736700,spy,SPY,SPY,yfinance
2024-02-21T00:00:00Z,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,59293400,spy,SPY,SPY,yfinance
2024-02-22T00:00:00Z,504.010009765625,508.489990234375,503.0199890136719,507.5,76402500,spy,SPY,SPY,yfinance
2024-02-23T00:00:00Z,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,61321800,spy,SPY,SPY,yfinance
2024-02-26T00:00:00Z,508.29998779296875,508.75,505.8599853515625,505.989990234375,50386700,spy,SPY,SPY,yfinance
2024-02-27T00:00:00Z,506.70001220703125,507.1600036621094,504.75,506.92999267578125,48854500,spy,SPY,SPY,yfinance
2024-02-28T00:00:00Z,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,56506600,spy,SPY,SPY,yfinance
2024-02-29T00:00:00Z,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,83924800,spy,SPY,SPY,yfinance
2024-03-01T00:00:00Z,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,76844800,spy,SPY,SPY,yfinance
2024-03-04T00:00:00Z,512.030029296875,514.2000122070312,512.0,512.2999877929688,49799300,spy,SPY,SPY,yfinance
2024-03-05T00:00:00Z,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,72855600,spy,SPY,SPY,yfinance
2024-03-06T00:00:00Z,510.54998779296875,512.0700073242188,508.4200134277344,509.75,68382400,spy,SPY,SPY,yfinance
2024-03-07T00:00:00Z,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,58652100,spy,SPY,SPY,yfinance
2024-03-08T00:00:00Z,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,86532500,spy,SPY,SPY,yfinance
2024-03-11T00:00:00Z,510.4800109863281,511.8800048828125,508.5,511.2799987792969,62557200,spy,SPY,SPY,yfinance
2024-03-12T00:00:00Z,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,73114400,spy,SPY,SPY,yfinance
2024-03-13T00:00:00Z,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,55104100,spy,SPY,SPY,yfinance
2024-03-14T00:00:00Z,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,110171800,spy,SPY,SPY,yfinance
2024-03-15T00:00:00Z,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,107646300,spy,SPY,SPY,yfinance
2024-03-18T00:00:00Z,514.0,515.47998046875,512.4400024414062,512.8599853515625,88893300,spy,SPY,SPY,yfinance
2024-03-19T00:00:00Z,512.1500244140625,516.0,511.1199951171875,515.7100219726562,60755300,spy,SPY,SPY,yfinance
2024-03-20T00:00:00Z,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,69594600,spy,SPY,SPY,yfinance
2024-03-21T00:00:00Z,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,60256100,spy,SPY,SPY,yfinance
2024-03-22T00:00:00Z,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,79070800,spy,SPY,SPY,yfinance
2024-03-25T00:00:00Z,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,48512100,spy,SPY,SPY,yfinance
2024-03-26T00:00:00Z,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,65463700,spy,SPY,SPY,yfinance
2024-03-27T00:00:00Z,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,82999800,spy,SPY,SPY,yfinance
2024-03-28T00:00:00Z,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,96294900,spy,SPY,SPY,yfinance
2024-04-01T00:00:00Z,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,62477500,spy,SPY,SPY,yfinance
2024-04-02T00:00:00Z,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,74230300,spy,SPY,SPY,yfinance
2024-04-03T00:00:00Z,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,59155800,spy,SPY,SPY,yfinance
2024-04-04T00:00:00Z,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,96858100,spy,SPY,SPY,yfinance
2024-04-05T00:00:00Z,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,74546500,spy,SPY,SPY,yfinance
2024-04-08T00:00:00Z,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,48401800,spy,SPY,SPY,yfinance
2024-04-09T00:00:00Z,520.5,520.75,514.3499755859375,519.3200073242188,68049200,spy,SPY,SPY,yfinance
2024-04-10T00:00:00Z,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,82652800,spy,SPY,SPY,yfinance
2024-04-11T00:00:00Z,515.6799926757812,519.47998046875,512.0800170898438,518.0,70099000,spy,SPY,SPY,yfinance
2024-04-12T00:00:00Z,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,92561100,spy,SPY,SPY,yfinance
2024-04-15T00:00:00Z,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,92101400,spy,SPY,SPY,yfinance
2024-04-16T00:00:00Z,504.94000244140625,506.5,502.2099914550781,503.5299987792969,73484000,spy,SPY,SPY,yfinance
2024-04-17T00:00:00Z,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,75910300,spy,SPY,SPY,yfinance
2024-04-18T00:00:00Z,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,74548100,spy,SPY,SPY,yfinance
2024-04-19T00:00:00Z,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,102212600,spy,SPY,SPY,yfinance
2024-04-22T00:00:00Z,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,67961000,spy,SPY,SPY,yfinance
2024-04-23T00:00:00Z,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,64633600,spy,SPY,SPY,yfinance
2024-04-24T00:00:00Z,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,55928100,spy,SPY,SPY,yfinance
2024-04-25T00:00:00Z,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,69122400,spy,SPY,SPY,yfinance
2024-04-26T00:00:00Z,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,64306100,spy,SPY,SPY,yfinance
2024-04-29T00:00:00Z,510.0899963378906,510.75,507.25,510.05999755859375,46415400,spy,SPY,SPY,yfinance
2024-04-30T00:00:00Z,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,77483600,spy,SPY,SPY,yfinance
2024-05-01T00:00:00Z,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,80242800,spy,SPY,SPY,yfinance
2024-05-02T00:00:00Z,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,62550200,spy,SPY,SPY,yfinance
2024-05-03T00:00:00Z,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,72756700,spy,SPY,SPY,yfinance
2024-05-06T00:00:00Z,513.75,516.6099853515625,513.2999877929688,516.5700073242188,47264700,spy,SPY,SPY,yfinance
2024-05-07T00:00:00Z,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,52561300,spy,SPY,SPY,yfinance
2024-05-08T00:00:00Z,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,42047200,spy,SPY,SPY,yfinance
2024-05-09T00:00:00Z,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,43643700,spy,SPY,SPY,yfinance
2024-05-10T00:00:00Z,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,52233200,spy,SPY,SPY,yfinance
2024-05-13T00:00:00Z,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,36716400,spy,SPY,SPY,yfinance
2024-05-14T00:00:00Z,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,57535900,spy,SPY,SPY,yfinance
2024-05-15T00:00:00Z,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,59504900,spy,SPY,SPY,yfinance
2024-05-16T00:00:00Z,529.8800048828125,531.52001953125,528.5399780273438,528.6900024414062,50244800,spy,SPY,SPY,yfinance
2024-05-17T00:00:00Z,528.8099975585938,529.52001953125,527.3200073242188,529.4500122070312,59187600,spy,SPY,SPY,yfinance
2024-05-20T00:00:00Z,529.5700073242188,531.5599975585938,529.1699829101562,530.0599975585938,37764200,spy,SPY,SPY,yfinance
2024-05-21T00:00:00Z,529.280029296875,531.52001953125,529.0700073242188,531.3599853515625,33437000,spy,SPY,SPY,yfinance
2024-05-22T00:00:00Z,530.6500244140625,531.3800048828125,527.5999755859375,529.8300170898438,48390000,spy,SPY,SPY,yfinance
2024-05-23T00:00:00Z,532.9600219726562,533.0700073242188,524.719970703125,525.9600219726562,57211200,spy,SPY,SPY,yfinance
2024-05-24T00:00:00Z,527.8499755859375,530.27001953125,526.8800048828125,529.4400024414062,41291100,spy,SPY,SPY,yfinance
2024-05-28T00:00:00Z,530.27001953125,530.510009765625,527.1099853515625,529.8099975585938,36269600,spy,SPY,SPY,yfinance
2024-05-29T00:00:00Z,525.6799926757812,527.3099975585938,525.3699951171875,526.0999755859375,45190300,spy,SPY,SPY,yfinance
2024-05-30T00:00:00Z,524.52001953125,525.2000122070312,521.3300170898438,522.6099853515625,46377600,spy,SPY,SPY,yfinance
2024-05-31T00:00:00Z,523.5900268554688,527.5,518.3599853515625,527.3699951171875,90785800,spy,SPY,SPY,yfinance
2024-06-03T00:00:00Z,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,46835700,spy,SPY,SPY,yfinance
2024-06-04T00:00:00Z,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,34632700,spy,SPY,SPY,yfinance
2024-06-05T00:00:00Z,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,47610400,spy,SPY,SPY,yfinance
2024-06-06T00:00:00Z,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,30808500,spy,SPY,SPY,yfinance
2024-06-07T00:00:00Z,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,43224500,spy,SPY,SPY,yfinance
2024-06-10T00:00:00Z,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,35686100,spy,SPY,SPY,yfinance
2024-06-11T00:00:00Z,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,36383400,spy,SPY,SPY,yfinance
2024-06-12T00:00:00Z,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,63251300,spy,SPY,SPY,yfinance
2024-06-13T00:00:00Z,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,44760900,spy,SPY,SPY,yfinance
2024-06-14T00:00:00Z,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,40089900,spy,SPY,SPY,yfinance
2024-06-17T00:00:00Z,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,55839500,spy,SPY,SPY,yfinance
2024-06-18T00:00:00Z,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,41376400,spy,SPY,SPY,yfinance
2024-06-20T00:00:00Z,549.4400024414062,550.1199951171875,545.1799926757812,547.0,70328200,spy,SPY,SPY,yfinance
2024-06-21T00:00:00Z,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,64338600,spy,SPY,SPY,yfinance
2024-06-24T00:00:00Z,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,45528700,spy,SPY,SPY,yfinance
2024-06-25T00:00:00Z,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,37936200,spy,SPY,SPY,yfinance
2024-06-26T00:00:00Z,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,38550600,spy,SPY,SPY,yfinance
2024-06-27T00:00:00Z,545.3699951171875,546.9600219726562,544.6099853515625,546.3699951171875,35041500,spy,SPY,SPY,yfinance
2024-06-28T00:00:00Z,547.1599731445312,550.280029296875,542.9500122070312,544.219970703125,76144500,spy,SPY,SPY,yfinance
2024-07-01T00:00:00Z,545.6300048828125,545.8800048828125,542.52001953125,545.3400268554688,40297800,spy,SPY,SPY,yfinance
2024-07-02T00:00:00Z,543.7000122070312,549.010009765625,543.6500244140625,549.010009765625,40434800,spy,SPY,SPY,yfinance
2024-07-03T00:00:00Z,548.6900024414062,551.8300170898438,548.6500244140625,551.4600219726562,32789900,spy,SPY,SPY,yfinance
2024-07-05T00:00:00Z,551.77001953125,555.0499877929688,551.1199951171875,554.6400146484375,41488400,spy,SPY,SPY,yfinance
2024-07-08T00:00:00Z,555.4400024414062,556.25,554.1900024414062,555.280029296875,36110500,spy,SPY,SPY,yfinance
2024-07-09T00:00:00Z,556.260009765625,557.1799926757812,555.52001953125,555.8200073242188,27289700,spy,SPY,SPY,yfinance
2024-07-10T00:00:00Z,557.0700073242188,561.6699829101562,556.77001953125,561.3200073242188,38701200,spy,SPY,SPY,yfinance
2024-07-11T00:00:00Z,561.4400024414062,562.3300170898438,555.8300170898438,556.47998046875,53054200,spy,SPY,SPY,yfinance
2024-07-12T00:00:00Z,557.6300048828125,563.6699829101562,557.1500244140625,559.989990234375,53084400,spy,SPY,SPY,yfinance
2024-07-15T00:00:00Z,562.030029296875,564.8400268554688,559.6300048828125,561.530029296875,40584300,spy,SPY,SPY,yfinance
2024-07-16T00:00:00Z,562.8699951171875,565.1599731445312,562.0999755859375,564.8599853515625,36475300,spy,SPY,SPY,yfinance
2024-07-17T00:00:00Z,558.7999877929688,560.510009765625,556.6099853515625,556.9400024414062,57119000,spy,SPY,SPY,yfinance
2024-07-18T00:00:00Z,558.510009765625,559.52001953125,550.4299926757812,552.6599731445312,56270400,spy,SPY,SPY,yfinance
2024-07-19T00:00:00Z,552.4199829101562,554.0800170898438,547.9099731445312,548.989990234375,65509100,spy,SPY,SPY,yfinance
2024-07-22T00:00:00Z,553.0,555.27001953125,551.02001953125,554.6500244140625,43346700,spy,SPY,SPY,yfinance
2024-07-23T00:00:00Z,554.5399780273438,556.739990234375,553.280029296875,553.780029296875,34439600,spy,SPY,SPY,yfinance
2024-07-24T00:00:00Z,548.8599853515625,549.1699829101562,540.2899780273438,541.22998046875,74515300,spy,SPY,SPY,yfinance
2024-07-25T00:00:00Z,541.3499755859375,547.4600219726562,537.4500122070312,538.4099731445312,61158300,spy,SPY,SPY,yfinance
2024-07-26T00:00:00Z,542.280029296875,547.1900024414062,541.489990234375,544.4400024414062,53763800,spy,SPY,SPY,yfinance
2024-07-29T00:00:00Z,546.02001953125,547.0499877929688,542.719970703125,544.760009765625,39515800,spy,SPY,SPY,yfinance
2024-07-30T00:00:00Z,546.260009765625,547.3400268554688,538.52001953125,542.0,46853600,spy,SPY,SPY,yfinance
2024-07-31T00:00:00Z,548.97998046875,553.5,547.5800170898438,550.8099975585938,65663400,spy,SPY,SPY,yfinance
2024-08-01T00:00:00Z,552.5700073242188,554.8699951171875,539.4299926757812,543.010009765625,76428700,spy,SPY,SPY,yfinance
2024-08-02T00:00:00Z,535.75,536.989990234375,528.5999755859375,532.9000244140625,82789100,spy,SPY,SPY,yfinance
2024-08-05T00:00:00Z,511.6400146484375,523.5800170898438,510.2699890136719,517.3800048828125,146267400,spy,SPY,SPY,yfinance
2024-08-06T00:00:00Z,519.219970703125,529.75,517.8699951171875,522.1500244140625,84826300,spy,SPY,SPY,yfinance
2024-08-07T00:00:00Z,528.469970703125,531.5900268554688,518.0499877929688,518.6599731445312,70698300,spy,SPY,SPY,yfinance
2024-08-08T00:00:00Z,523.9099731445312,531.2899780273438,521.8400268554688,530.6500244140625,63276600,spy,SPY,SPY,yfinance
2024-08-09T00:00:00Z,529.8099975585938,534.510009765625,528.5599975585938,532.989990234375,45619600,spy,SPY,SPY,yfinance
2024-08-12T00:00:00Z,534.2100219726562,535.72998046875,530.9500122070312,533.27001953125,42542100,spy,SPY,SPY,yfinance
2024-08-13T00:00:00Z,536.530029296875,542.280029296875,536.280029296875,542.0399780273438,52333100,spy,SPY,SPY,yfinance
2024-08-14T00:00:00Z,542.8499755859375,544.9600219726562,540.1199951171875,543.75,42446900,spy,SPY,SPY,yfinance
2024-08-15T00:00:00Z,549.5,553.3599853515625,548.8800048828125,553.0700073242188,60846800,spy,SPY,SPY,yfinance
2024-08-16T00:00:00Z,551.4199829101562,555.02001953125,551.260009765625,554.3099975585938,44430700,spy,SPY,SPY,yfinance
2024-08-19T00:00:00Z,554.72998046875,559.6099853515625,553.8599853515625,559.6099853515625,39121800,spy,SPY,SPY,yfinance
2024-08-20T00:00:00Z,559.1500244140625,560.8400268554688,557.3300170898438,558.7000122070312,33732300,spy,SPY,SPY,yfinance
2024-08-21T00:00:00Z,559.77001953125,562.1099853515625,554.72998046875,560.6199951171875,41514600,spy,SPY,SPY,yfinance
2024-08-22T00:00:00Z,562.5599975585938,563.1799926757812,554.97998046875,556.219970703125,56121500,spy,SPY,SPY,yfinance
2024-08-23T00:00:00Z,559.530029296875,563.0900268554688,557.2899780273438,562.1300048828125,50639400,spy,SPY,SPY,yfinance
2024-08-26T00:00:00Z,563.1799926757812,563.9099731445312,559.0499877929688,560.7899780273438,35788600,spy,SPY,SPY,yfinance
2024-08-27T00:00:00Z,559.489990234375,562.0599975585938,558.3200073242188,561.5599975585938,32693900,spy,SPY,SPY,yfinance
2024-08-28T00:00:00Z,561.2100219726562,561.6500244140625,555.0399780273438,558.2999877929688,41066000,spy,SPY,SPY,yfinance
2024-08-29T00:00:00Z,560.3099975585938,563.6799926757812,557.1799926757812,558.3499755859375,38715200,spy,SPY,SPY,yfinance
2024-08-30T00:00:00Z,560.77001953125,564.2000122070312,557.1400146484375,563.6799926757812,62700100,spy,SPY,SPY,yfinance
2024-09-03T00:00:00Z,560.469970703125,560.8099975585938,549.510009765625,552.0800170898438,60600100,spy,SPY,SPY,yfinance
2024-09-04T00:00:00Z,550.2000122070312,554.4299926757812,549.4600219726562,550.9500122070312,47224900,spy,SPY,SPY,yfinance
2024-09-05T00:00:00Z,550.8900146484375,553.7999877929688,547.0999755859375,549.6099853515625,44264300,spy,SPY,SPY,yfinance
2024-09-06T00:00:00Z,549.9400024414062,551.5999755859375,539.4400024414062,540.3599853515625,68493800,spy,SPY,SPY,yfinance
2024-09-09T00:00:00Z,544.6500244140625,547.7100219726562,542.6799926757812,546.4099731445312,40445800,spy,SPY,SPY,yfinance
2024-09-10T00:00:00Z,548.3599853515625,549.1500244140625,543.3800048828125,548.7899780273438,36394600,spy,SPY,SPY,yfinance
2024-09-11T00:00:00Z,548.7000122070312,555.3599853515625,539.9600219726562,554.4199829101562,75248600,spy,SPY,SPY,yfinance
2024-09-12T00:00:00Z,555.010009765625,559.4000244140625,552.739990234375,559.0900268554688,51819600,spy,SPY,SPY,yfinance
2024-09-13T00:00:00Z,559.7100219726562,563.030029296875,559.4500122070312,562.010009765625,39310500,spy,SPY,SPY,yfinance
2024-09-16T00:00:00Z,561.739990234375,563.1099853515625,559.9000244140625,562.8400268554688,36656100,spy,SPY,SPY,yfinance
2024-09-17T00:00:00Z,565.0999755859375,566.5800170898438,560.7899780273438,563.0700073242188,49321000,spy,SPY,SPY,yfinance
2024-09-18T00:00:00Z,563.739990234375,568.6900024414062,560.8300170898438,561.4000244140625,59044900,spy,SPY,SPY,yfinance
2024-09-19T00:00:00Z,571.010009765625,572.8800048828125,568.0800170898438,570.97998046875,75315500,spy,SPY,SPY,yfinance
2024-09-20T00:00:00Z,567.8400268554688,569.3099975585938,565.1699829101562,568.25,77503100,spy,SPY,SPY,yfinance
2024-09-23T00:00:00Z,569.3400268554688,570.3300170898438,568.0999755859375,569.6699829101562,44116900,spy,SPY,SPY,yfinance
2024-09-24T00:00:00Z,570.47998046875,571.3599853515625,567.5999755859375,571.2999877929688,46805700,spy,SPY,SPY,yfinance
2024-09-25T00:00:00Z,571.1400146484375,571.8900146484375,568.9099731445312,570.0399780273438,38428600,spy,SPY,SPY,yfinance
2024-09-26T00:00:00Z,574.3800048828125,574.7100219726562,569.9000244140625,572.2999877929688,48336000,spy,SPY,SPY,yfinance
2024-09-27T00:00:00Z,573.3900146484375,574.219970703125,570.4199829101562,571.469970703125,42100900,spy,SPY,SPY,yfinance
2024-09-30T00:00:00Z,570.4199829101562,574.3800048828125,568.0800170898438,573.760009765625,63557400,spy,SPY,SPY,yfinance
2024-10-01T00:00:00Z,573.4000244140625,574.0599975585938,566.0,568.6199951171875,72668800,spy,SPY,SPY,yfinance
2024-10-02T00:00:00Z,567.7100219726562,569.9000244140625,565.27001953125,568.8599853515625,38097800,spy,SPY,SPY,yfinance
2024-10-03T00:00:00Z,567.3599853515625,569.7999877929688,565.489990234375,567.8200073242188,40846500,spy,SPY,SPY,yfinance
2024-10-04T00:00:00Z,572.3499755859375,573.3599853515625,568.0999755859375,572.97998046875,42939100,spy,SPY,SPY,yfinance
2024-10-07T00:00:00Z,571.2999877929688,571.9600219726562,566.6300048828125,567.7999877929688,49964700,spy,SPY,SPY,yfinance
2024-10-08T00:00:00Z,570.4199829101562,573.780029296875,569.530029296875,573.1699829101562,37398700,spy,SPY,SPY,yfinance
2024-10-09T00:00:00Z,573.1599731445312,577.7100219726562,572.5499877929688,577.1400146484375,37912200,spy,SPY,SPY,yfinance
2024-10-10T00:00:00Z,575.77001953125,577.5800170898438,574.489990234375,576.1300048828125,44138100,spy,SPY,SPY,yfinance
2024-10-11T00:00:00Z,576.0499877929688,580.3300170898438,575.9099731445312,579.5800170898438,42268000,spy,SPY,SPY,yfinance
2024-10-14T00:00:00Z,581.219970703125,585.27001953125,580.72998046875,584.3200073242188,36217200,spy,SPY,SPY,yfinance
2024-10-15T00:00:00Z,584.5900268554688,584.9000244140625,578.5399780273438,579.780029296875,54203600,spy,SPY,SPY,yfinance
2024-10-16T00:00:00Z,579.780029296875,582.8300170898438,578.9600219726562,582.2999877929688,30725400,spy,SPY,SPY,yfinance
2024-10-17T00:00:00Z,585.9099731445312,586.1199951171875,582.1599731445312,582.3499755859375,34393700,spy,SPY,SPY,yfinance
